"ano","regiao","uf","municipio","ef_LP5","ef_LP9","ef_MT5","ef_MT9","ef_abandono"
"2013","Norte","AM","1301506",0.679204508740796,0.98310868612629,0.792809909950086,0.981432699775278,0.0790596113448011
"2015","Norte","AM","1301506",0.952795835090802,0.978939812001438,0.95013434404811,0.978261663664642,0.0513318849773437
"2013","Norte","AM","1301605",0.586042222056621,0.945370397389361,0.620558561603149,0.962660127806941,0.142845042922929
"2015","Norte","AM","1301605",0.834876392558576,0.948699536879211,0.856309669419078,0.965718473726048,0.141520568558372
"2013","Norte","AM","1301654",0.637415124721331,0.941316001756225,0.700308632730165,0.959477808565793,0.130116550679655
"2015","Norte","AM","1301654",0.866722376573462,0.958695081037602,0.880108312359143,0.966153847525563,0.0958350987935033
"2013","Norte","AM","1301704",0.687358845469043,0.957678741034266,0.743285171811444,0.966034852886201,0.179975079803869
"2015","Norte","AM","1301704",0.889703814492355,0.965726398463589,0.902188172995702,0.970120641315613,0.188154857164838
"2013","Norte","AM","1301803",0.607099505896818,0.961626489475631,0.680214503784426,0.9730520762877,0.196380440761318
"2015","Norte","AM","1301803",0.848186443324162,0.949311019316443,0.865304217529115,0.963491662381972,0.209859644130003
"2013","Norte","AM","1301852",0.622050355734463,0.952962778357126,0.689315077698144,0.961144465711034,0.131696291892453
