"ano","regiao","uf","municipio","ef_LP5","ef_LP9","ef_MT5","ef_MT9","ef_aband"
"2013","Sul","RS","4321451",0.824269388356234,0.955103119691114,0.90283876562163,0.98881906860775,0.852201850976183
"2015","Sul","RS","4321451",0.970180978308033,0.974336188527991,0.977596206601677,0.985914429126653,0.774005882364472
"2013","Sul","RS","4321477",0.721555363341835,0.92813502813868,0.733451742719695,0.955646441424747,0.371801775043985
"2013","Sul","RS","4321493",0.758484939017064,0.923176993775917,0.834615807284011,0.997833937149493,0.573225104738034
"2015","Sul","RS","4321493",0.826003582832476,0.904192985543143,0.858835125808383,0.997681923059701,0.222907831066372
"2013","Sul","RS","4321501",0.827147024364101,0.958044787594533,0.872644731354186,0.992645215051327,0.489569354356277
"2015","Sul","RS","4321501",0.953243022398664,0.963432784259278,0.952945714907218,0.984771412445921,0.342013110042656
"2013","Sul","RS","4321600",0.810417292923869,0.946925547363816,0.865336949405927,0.96990984475365,0.42923471889759
"2015","Sul","RS","4321600",0.965305812905795,0.961394011608986,0.967588569247873,0.969923951944445,0.433950129185883
"2015","Sul","RS","4321626",0.939208073166233,0.951482631414253,0.944961512217861,0.993182481961146,0.661474658803507
"2013","Sul","RS","4321667",0.854175802553608,0.943598355330591,0.926592385009558,0.988093176221016,0.587227892008211
"2015","Sul","RS","4321667",0.954931533574602,0.966709692927116,0.964003562041459,0.987260018578892,0.586234532855075
"2013","Sul","RS","4321709",0.867220253153502,0.965386517666069,0.911875954692145,0.951429909745944,0.818800900201108
"2015","Sul","RS","4321709",0.976700969803679,0.977134988491462,0.978732590205309,0.965219105234061,0.746396169826647
"2013","Sul","RS","4321808",0.786673808518224,0.931542615940623,0.840495078368546,0.955320334919987,0.735599865748312
"2015","Sul","RS","4321808",0.941921410140463,0.93294868764778,0.952194460861033,0.946648365221529,0.770119639481758
"2013","Sul","RS","4321832",0.809964944577565,0.959135256969481,0.921607759620081,0.990529078555471,0.327794292435064
"2013","Sul","RS","4321857",0.743487390157234,0.9341900054091,0.810376278978068,0.988591536954349,0.494445500449028
"2013","Sul","RS","4321907",0.847943666876936,0.96759668123541,0.890856456956171,0.989061812695049,0.630375324916611
"2015","Sul","RS","4321907",0.963968242896063,0.97238516512325,0.963236731977234,0.99029454512754,0.326330143679569
"2013","Sul","RS","4321956",0.819332553910251,0.957345972998173,0.843380168115739,0.98495621168994,0.541272043196636
"2013","Sul","RS","4322004",0.769633318624027,0.910132913747579,0.813644673669849,0.965781727775697,0.618538614442413
"2015","Sul","RS","4322004",0.890735668536974,0.911183130264848,0.914592029202593,0.95662190136529,0.484064559388336
"2013","Sul","RS","4322103",0.919496313573258,0.9560165901117,0.950809264664975,0.983144925990691,0.283811305623089
"2015","Sul","RS","4322103",0.952619929319863,0.947628168502077,0.96792871841582,0.962470319515854,0.675537401010406
"2013","Sul","RS","4322152",0.931540161039978,0.884877445564334,0.908899744710612,0.963168838318074,0.84087707915943
"2015","Sul","RS","4322152",0.9749467317888,0.953699304316635,0.96305395749312,0.980036232862288,0.610252107125791
"2013","Sul","RS","4322202",0.880941224253929,0.923759714612625,0.899188459158336,0.962002127051421,0.538295599736283
"2015","Sul","RS","4322202",0.945015057901495,0.927024492247912,0.950823193128127,0.944019374828776,0.622815712539729
"2013","Sul","RS","4322251",0.871386377433299,0.982197170873922,0.928296254090162,0.995914919788154,0.459433562659412
"2015","Sul","RS","4322251",0.969199165533038,0.98036148335994,0.979417825419917,0.991560315038351,0.537961477629178
"2013","Sul","RS","4322301",0.896709481874051,0.950970835316517,0.926793241996468,0.984960082128059,0.413656837039363
"2015","Sul","RS","4322301",0.913099154259004,0.926070285145466,0.903635961464175,0.971763020308456,0.698076089879712
"2015","Sul","RS","4322327",0.96987889046761,0.971922066229587,0.977900778781793,0.992523783772161,0.584255294631071
"2013","Sul","RS","4322400",0.858601951902451,0.920858806540386,0.903764336068561,0.976050934142438,0.878293784472877
"2015","Sul","RS","4322400",0.943389873067987,0.93223507212887,0.93844389254271,0.978527466187687,0.671974548786994
